Ente;Misura;Tipo;Annualit… precedenti;2007;2008;2009;2010;2011;2012;2013
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;DOMANDE PAGAMENTO RINNOVI;0;236638,29;233422,98;218428,13;208535,81;0;0;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;IN ISTRUTTORIA;0;12382,84;14342,44;324,98;208535,81;0;0;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;RIDUZIONI DA CONTROLLI SIGC;0;1617,89;1041,57;789,2;0;0;0;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER COMPETENZA;0;222637,56;218668,06;218088;181031,8;0;251045,51;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER ANNO SOLARE;0;0;163596,83;240876,66;228153,71;201673,7;257170,03;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER COMPETENZA;0;222512;218396,62;213554,23;175522,45;0;247484,24;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER ANNO SOLARE;0;0;156324,69;214130,22;255963,74;196875,87;254175,02;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER COMPETENZA;262516,56;218820,54;203623,96;211452,01;175522,59;0;242116,6;0
Provincia di AREZZO;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER ANNO SOLARE;0;248545,2;170791,2;209416,93;242228,13;194104,59;248966,21;0
Provincia di AREZZO;(PSR2231) Primo imboschimento di terreni non agricoli - parte privata;PROGRAMMATO;0;0;0;9744;65780;0;0;0
Provincia di AREZZO;(PSR2231) Primo imboschimento di terreni non agricoli - parte privata;RICHIESTO;0;0;0;0;0;11575,2;0;0
Provincia di AREZZO;(PSR2232) Primo imboschimento di terreni non agricoli - parte pubblica;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di AREZZO;(PSR821) PSR - Misura 8.2.1 (i) - Altre misure forestali;PROGRAMMATO;0;14808;13996;11204;6048;2108;0;0
Provincia di AREZZO;(PSR225) Pagamenti per interventi silvoambientali;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di AREZZO;(PSR824) PSR - Misura 8.2.4 - Pagamenti silvoambientali;PROGRAMMATO;0;2176;2176;311;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PROGRAMMATO;0;0;0;20000;26529;60000;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;RICHIESTO;0;0;0;28683,9;0;47462,74;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;ASSEGNATO PER COMPETENZA;0;0;0;17258,01;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;17258,01;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;DOMANDE PAGAMENTO SALDO;0;0;0;16045,49;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER COMPETENZA;0;0;0;16045,49;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;0;16045,49;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER COMPETENZA;0;0;0;16045,49;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;16045,49;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER COMPETENZA;0;0;0;16045,5;0;0;0;0
Provincia di AREZZO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER ANNO SOLARE;0;0;0;0;16045,5;0;0;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PROGRAMMATO;0;0;0;0;82449;10000;0;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;RICHIESTO;0;0;0;0;82448,95;0;0;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER COMPETENZA;0;0;0;0;82448,95;0;0;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER ANNO SOLARE;0;0;0;0;82448,95;0;0;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER COMPETENZA;0;0;0;0;0;0;54170,6;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;0;54170,6;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;54170,6;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;54170,6;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER COMPETENZA;0;0;0;0;0;0;54170,59;0
Provincia di AREZZO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER ANNO SOLARE;0;0;0;0;0;0;54170,59;0
Provincia di AREZZO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PROGRAMMATO;0;446911;433279;102000;152739;0;0;0
Provincia di AREZZO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;0;0;0;101300;0
Provincia di AREZZO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;101300;0
Provincia di AREZZO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PROGRAMMATO;0;0;0;0;0;50000;0;0
Provincia di AREZZO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;RICHIESTO;0;0;0;0;0;20368,2;0;0
Provincia di AREZZO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;ASSEGNATO PER COMPETENZA;0;0;0;0;20368,21;0;0;0
Provincia di AREZZO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;20368,21;0;0
Provincia di AREZZO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;PROGRAMMATO;0;0;0;0;29156;20000;0;0
Provincia di AREZZO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;RICHIESTO;0;0;0;0;0;135637,48;0;0
Provincia di AREZZO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;ASSEGNATO PER COMPETENZA;0;0;0;0;18501,63;0;0;0
Provincia di AREZZO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;18501,63;0;0
Provincia di AREZZO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;PROGRAMMATO;0;0;0;501319;76193;0;0;0
Provincia di AREZZO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;0;0;0;1205070,41;0
Provincia di AREZZO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;1205070,41;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;PROGRAMMATO;0;452458;572412;1458197;4092273;340000;0;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;862767,436;2889549,85;2035231,76;8123887,04;4335413,79;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;31130,6;705695;2466970,13;517601,14;161467,13;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;15000;458508,4;247186,6;2705740,62;456428,38;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO ANTICIPO;0;0;53301,25;288630,46;175054,88;0;73571,42;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;15000;481788,42;356647,59;806790,64;558850,03;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;IN ISTRUTTORIA;0;0;53301,25;0;315054,88;806790,64;99800;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;15000;770418,88;356647,59;0;1758805,75;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;94781,68;337137,04;710147,75;1758805,75;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;15000;770418,88;356647,59;58247,68;1475596,19;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;54781,68;377137,04;721142,63;1522848,99;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;15000;770418,86;356647,62;58247,68;1475596,22;0
Provincia di AREZZO;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;54781,68;377137,04;658828,87;1585162,79;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;ASSEGNATO PER COMPETENZA;0;0;190101,83;0;0;0;558157;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;ASSEGNATO PER ANNO SOLARE;0;0;190101,83;0;0;0;558157;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;DOMANDE PAGAMENTO ANTICIPO;0;0;190101,83;0;0;0;0;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;LIQUIDATO PER COMPETENZA;0;0;95050,91;0;243057,4;0;0;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;LIQUIDATO PER ANNO SOLARE;0;0;0;95050,91;243057,4;0;0;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;AUTORIZZATO PER COMPETENZA;0;0;0;0;386254,24;0;171902,76;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;243057,4;143196,84;171902,76;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;PAGATO PER COMPETENZA;0;0;0;0;342698,84;0;171902,77;0
Provincia di AREZZO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;PAGATO PER ANNO SOLARE;0;0;0;0;243057,41;99641,43;171902,77;0
Provincia di AREZZO;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER COMPETENZA;239805,12;0;0;0;0;0;0;0
Provincia di AREZZO;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER ANNO SOLARE;0;239805,12;0;0;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PROGRAMMATO;0;5484277;1614377;1622090;206836;2700;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;3920474,87;1234768,84;905385,37;281168,13;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE REVOCATE;0;78448;33887,86;1315,8;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;2344,95;0;10274,54;281168,13;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;267636,85;140518,12;61409,37;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;3573983,12;1072027;1103354,59;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;920096,56;2398010,9;2097126,88;175683,33;158447,04;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;3573983,12;1072027;1103354,59;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;916770,09;2492856,26;2000481,32;175683,33;163573,71;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;639880,57;0;0;0;0;0;0;0
Provincia di AREZZO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;639982,84;0;-102,27;0;0;0;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;5242,42;0;2530;675,8;0;642,68;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;559,31;7888,91;642,68;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;5837,04;0;2530;675,8;0;642,68;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;721,92;8320,92;642,68;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;3935,78;0;2530,06;675,83;0;642,69;0
Provincia di AREZZO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;0;721,91;6419,76;642,69;0
Provincia di FIRENZE;(PSR111) Formazione professionale degli addetti al settore agricolo e forestale;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;PROGRAMMATO;0;810000;1030000;1920000;600000;80000;0;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;4360000;3600000;3560000;4560000;3000000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;1760000;1120000;720000;80000;728243,41;40000
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;0;1400000;1480000;720000;808243,41;40000
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO ANTICIPO;0;0;1680000;1040000;556000;80000;200000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;DOMANDE REVOCATE;0;0;40000;0;0;0;0;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;IN ISTRUTTORIA;0;0;0;0;0;80000;0;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;1680000;1040000;556000;0;670000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;1160000;1240000;876000;670000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;1680000;1040000;556000;0;630000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;1120000;1240000;876000;670000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;PAGATO PER COMPETENZA;0;0;1680000;1040000;556000;0;240000;0
Provincia di FIRENZE;(PSR112) Insediamento giovani agricoltori;PAGATO PER ANNO SOLARE;0;0;0;1120000;1040000;1076000;280000;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;PROGRAMMATO;0;0;0;20910;71990;71990;0;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;RICHIESTO;0;0;0;20910;69080,3;59684;18000;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;ASSEGNATO PER COMPETENZA;0;0;0;11912;0;24151,32;0;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;ASSEGNATO PER ANNO SOLARE;0;0;0;0;11912;24151,32;0;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;IN ISTRUTTORIA;0;0;0;0;0;24151,32;0;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;LIQUIDATO PER COMPETENZA;0;0;0;11910;36546;0;47061,96;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;LIQUIDATO PER ANNO SOLARE;0;0;0;0;23820;24636;47061,96;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;AUTORIZZATO PER COMPETENZA;0;0;0;11910;36546;0;47061,96;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;23820;24636;47061,96;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;PAGATO PER COMPETENZA;0;0;0;11910;36546;0;47061,96;0
Provincia di FIRENZE;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;PAGATO PER ANNO SOLARE;0;0;0;0;11910;23820;59787,96;0
Provincia di FIRENZE;(PSR4) PSR - Misura 4 (d) - Prepensionamento;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di FIRENZE;(PSR2079) Reg.(CE)2079/92 Prepensionamento;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;RICHIESTO;0;0;648410;799790;972290;1021700;0;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;ASSEGNATO PER COMPETENZA;0;0;659590;791870;0;891510;626560;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;ASSEGNATO PER ANNO SOLARE;0;0;0;659590;795620;887760;626560;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;DOMANDE PAGAMENTO SALDO;0;0;597670;731870;3000;3750;0;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;DOMANDE REVOCATE;0;0;0;17250;0;0;0;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;IN ISTRUTTORIA;0;0;0;3750;0;2250;0;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;LIQUIDATO PER COMPETENZA;0;0;597670;728120;242250;493280;96950;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;LIQUIDATO PER ANNO SOLARE;0;0;0;485300;752740;330000;590230;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;AUTORIZZATO PER COMPETENZA;0;0;594670;728120;242250;0;590230;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;AUTORIZZATO PER ANNO SOLARE;0;0;0;482300;660180;178810;833980;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;PAGATO PER COMPETENZA;0;0;594670;728120;240750;0;590230;0
Provincia di FIRENZE;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;PAGATO PER ANNO SOLARE;0;0;0;468800;672930;179560;832480;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;PROGRAMMATO;0;2321141;6142124;3828223;2499428;930718;0;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;15313859,94;12030501,89;11330218,21;15607863,93;8324703,98;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;29774,8;0;3297455,2;2414570,98;2265049,75;1104506,12;1104774,19;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;29774,8;0;309769,84;3488526,61;1537008,75;3059404,65;1791646,39;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;0;249043,01;258821,34;78663,64;7877;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;1666279,73;2234459,93;504723,91;1103462,7;1370556,2;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;IN ISTRUTTORIA;0;0;5118,31;0;226913,44;1056611,93;282941,61;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;1661161,42;2478690,9;536631,81;125514,41;2109762,19;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;553979,2;2282092,64;1833428,69;2242260,2;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER COMPETENZA;0;0;1661161,42;2471707,3;536631,81;0;2049750,19;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER ANNO SOLARE;0;0;0;168386,15;2527087,39;1964359,39;2059417,79;0
Provincia di FIRENZE;(PSR121) Ammodernamento delle aziende;PAGATO PER COMPETENZA;0;0;1660174,96;2461790,1;534781,12;0;2019408,26;0
